2022-11-01 21:57:36,511 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-11-01 21:57:36,541 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-11-01 21:57:36,542 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-11-01 21:57:36,542 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-11-01 21:57:36,544 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-11-01 21:57:36,545 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-11-01 21:57:36,546 INFO  SwAddin.cs: 201 - Setting up command manager
2022-11-01 21:57:36,546 INFO  SwAddin.cs: 204 - Adding command manager
2022-11-01 21:57:36,548 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-11-01 21:57:36,549 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-11-01 21:57:36,549 INFO  SwAddin.cs: 210 - Adding event handlers
2022-11-01 21:57:36,705 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-11-01 22:24:38,223 INFO  SwAddin.cs: 294 - Assembly export called for file ping_pong_paddle.SLDASM
2022-11-01 22:24:43,096 INFO  SwAddin.cs: 313 - Saving assembly
2022-11-01 22:24:43,336 INFO  SwAddin.cs: 316 - Opening property manager
2022-11-01 22:24:43,347 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ping_pong_paddle.SLDASM
2022-11-01 22:24:43,355 INFO  ExportHelperExtension.cs: 1136 - Found 23 in ping_pong_paddle.SLDASM
2022-11-01 22:24:43,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ping_pong_paddle.SLDASM
2022-11-01 22:24:43,356 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-01 22:24:43,357 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-01 22:24:43,358 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ping_pong_paddle-1
2022-11-01 22:24:43,358 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ping_pong_paddle-1
2022-11-01 22:24:43,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ping_pong_paddle-1
2022-11-01 22:24:43,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ping_pong_paddle.SLDASM
2022-11-01 22:24:43,359 INFO  ExportHelperExtension.cs: 1136 - Found 23 in ping_pong_paddle.SLDASM
2022-11-01 22:24:43,360 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ping_pong_paddle.SLDASM
2022-11-01 22:24:43,360 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-01 22:24:43,360 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-01 22:24:43,360 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ping_pong_paddle-1
2022-11-01 22:24:43,361 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ping_pong_paddle-1
2022-11-01 22:24:43,361 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in ping_pong_paddle-1
2022-11-01 22:24:43,614 INFO  SwAddin.cs: 339 - Loading config tree
2022-11-01 22:24:43,618 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-11-01 22:24:43,623 INFO  SwAddin.cs: 344 - Showing property manager
2022-11-01 22:27:40,046 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-11-01 22:27:41,935 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ping_pong_paddle.SLDASM
2022-11-01 22:27:41,939 INFO  ExportHelperExtension.cs: 1136 - Found 26 in ping_pong_paddle.SLDASM
2022-11-01 22:27:41,940 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ping_pong_paddle.SLDASM
2022-11-01 22:27:41,940 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-01 22:27:41,940 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-01 22:27:41,941 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ping_pong_paddle-1
2022-11-01 22:27:41,941 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ping_pong_paddle-1
2022-11-01 22:27:41,941 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ping_pong_paddle-1
2022-11-01 22:27:41,942 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ping_pong_paddle.SLDASM
2022-11-01 22:27:41,942 INFO  ExportHelperExtension.cs: 1136 - Found 26 in ping_pong_paddle.SLDASM
2022-11-01 22:27:41,942 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ping_pong_paddle.SLDASM
2022-11-01 22:27:41,943 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-01 22:27:41,943 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-01 22:27:41,943 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ping_pong_paddle-1
2022-11-01 22:27:41,943 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ping_pong_paddle-1
2022-11-01 22:27:41,944 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in ping_pong_paddle-1
2022-11-01 22:27:41,991 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-11-01 22:36:59,838 INFO  SwAddin.cs: 294 - Assembly export called for file ping_pong_paddle.SLDASM
2022-11-01 22:36:59,838 INFO  SwAddin.cs: 299 - Save is required
2022-11-01 22:36:59,838 INFO  SwAddin.cs: 313 - Saving assembly
2022-11-01 22:37:00,451 INFO  SwAddin.cs: 316 - Opening property manager
